Номер вагона,Код станции операции,Название станции операции,Номер поезда,Индекс поезда,Операция,Дата операции,Код груза,Название груза,Вес груза,Код станции назначения,Название станции назначения,Код отправителя,Код получателя,Код станции отправления,Станция начала рейса,Дата приема груза к перевозке
59114595,43880,ЧЕРНЯНКА,410,0+0+0,ПГР0,6/19/17 15:04,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3717,9190,46360,РАСТУЩАЯ,6/14/17 16:00
59114629,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/20/17 13:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/20/17 13:00
59403352,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/20/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/20/17 5:50
59403352,40900,ЛАДЫЖИН,0,40900+571+36010,ПРДР,6/20/17 6:20,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/20/17 5:50
59423459,49310,ДОБРОПОЛЬЕ,0,49310+114+33440,ОТОТ,6/20/17 10:15,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,9741,1153,48200,ПОКРОВСК,6/14/17 21:30
59462796,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/13/17 14:00
59462796,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/13/17 14:00
59463190,49100,КРИВОЙ ТОРЕЦ,9190,49100+0+0,ОДПВ,6/18/17 18:50,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,49100,КРИВОЙ ТОРЕЦ,6/18/17 18:50
59463794,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1348,9190,37100,ДОБРОТВОР,6/14/17 16:40
59463794,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1348,9190,37100,ДОБРОТВОР,6/14/17 16:40
59465898,45510,БОГУСЛАВСКИЙ,0,45510+962+91900,ОТОТ,6/19/17 23:40,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/13/17 15:34
59472621,34620,КОРОСТ-ЖИТОМ,0,34620+667+66790,ОТОТ,6/18/17 18:50,42103,ВАГОНЫ ЖД СВ,0,34620,КОРОСТ-ЖИТОМ,1300,6679,38810,БУРШТЫН,6/16/17 3:42
59472662,45510,БОГУСЛАВСКИЙ,0,45510+546+98150,ОТОТ,6/20/17 13:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
59481531,45460,АРОМАТНАЯ,0,45460+718+91900,ОТОТ,6/20/17 2:15,42103,ВАГОНЫ ЖД СВ,1,45460,АРОМАТНАЯ,7401,9190,40030,ОДЕССА-ПОРТ,6/12/17 4:22
59481564,45460,АРОМАТНАЯ,0,45460+718+91900,ОТОТ,6/20/17 2:15,42103,ВАГОНЫ ЖД СВ,1,45460,АРОМАТНАЯ,7401,9190,41520,НИКОЛАЕВ-ГРУ,6/16/17 6:10
59481622,49100,КРИВОЙ ТОРЕЦ,9190,49100+0+0,ОДПВ,6/19/17 14:30,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,49100,КРИВОЙ ТОРЕЦ,6/19/17 14:30
59481648,40900,ЛАДЫЖИН,6969,40900+0+0,ОДПВ,6/19/17 11:45,42103,ВАГОНЫ ЖД СВ,0,34750,ПЕНИЗЕВИЧИ,,6969,40900,ЛАДЫЖИН,6/19/17 11:45
59481648,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,34750,ПЕНИЗЕВИЧИ,3601,6969,40900,ЛАДЫЖИН,6/19/17 11:45
59605295,48100,РОЯ,9190,48100+0+0,ОДПВ,6/20/17 7:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48100,РОЯ,6/20/17 7:00
59605592,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/20/17 4:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/20/17 4:30
59605691,34750,ПЕНИЗЕВИЧИ,0,34750+703+69690,ОТОТ,6/19/17 4:20,42103,ВАГОНЫ ЖД СВ,0,34750,ПЕНИЗЕВИЧИ,3601,6969,40900,ЛАДЫЖИН,6/14/17 7:30
59606194,46360,РАСТУЩАЯ,0,46360+563+37170,ОТОТ,6/19/17 6:30,42103,ВАГОНЫ ЖД СВ,0,46360,РАСТУЩАЯ,6246,3717,41960,ЯСНАЯ ЗАРЯ,6/12/17 16:30
59606293,34620,КОРОСТ-ЖИТОМ,0,34620+668+66790,ОТОТ,6/18/17 19:30,42103,ВАГОНЫ ЖД СВ,0,34620,КОРОСТ-ЖИТОМ,1300,6679,38810,БУРШТЫН,6/16/17 3:42
59606491,38810,БУРШТЫН,6969,38810+0+0,ОДПВ,6/19/17 11:47,42103,ВАГОНЫ ЖД СВ,0,34710,ШАТРИЩЕ,,6969,38810,БУРШТЫН,6/19/17 11:47
59606590,49140,ДРУЖКОВКА,0,49140+124+70070,ОКОТ,6/20/17 9:00,42103,ВАГОНЫ ЖД СВ,0,49140,ДРУЖКОВКА,2409,6495,49100,КРИВОЙ ТОРЕЦ,6/16/17 15:40
59606590,49140,ДРУЖКОВКА,9786,49140+0+0,ОДПВ,6/20/17 9:40,42103,ВАГОНЫ ЖД СВ,0,49180,КРАМАТОРСК,2409,9786,49140,ДРУЖКОВКА,6/20/17 9:40
59606798,38810,БУРШТЫН,6969,38810+0+0,ОДПВ,6/19/17 11:47,42103,ВАГОНЫ ЖД СВ,0,34710,ШАТРИЩЕ,,6969,38810,БУРШТЫН,6/19/17 11:47
59607192,38810,БУРШТЫН,6969,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,34710,ШАТРИЩЕ,,6969,38810,БУРШТЫН,6/19/17 16:47
59672220,45460,АРОМАТНАЯ,0,45460+70+91900,ОКОТ,6/19/17 12:55,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2749,9190,48100,РОЯ,6/15/17 17:05
59672253,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
59672527,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 13:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 13:00
59672535,45510,БОГУСЛАВСКИЙ,0,45510+962+91900,ОТОТ,6/19/17 23:40,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/16/17 12:00
59672576,45510,БОГУСЛАВСКИЙ,0,45510+961+91900,ОТОТ,6/19/17 17:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
59672709,48100,РОЯ,9190,48100+0+0,ОДПВ,6/19/17 10:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,48100,РОЯ,6/19/17 10:00
59672733,45510,БОГУСЛАВСКИЙ,0,45510+957+91900,ОТОТ,6/18/17 23:10,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/14/17 16:12
59672758,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 20:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/19/17 20:00
59672758,40900,ЛАДЫЖИН,0,40900+570+36010,ПРДР,6/19/17 20:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/19/17 20:00
59672816,34970,ХАЙЧНОРИН,0,34970+322+70780,ОКОТ,6/20/17 16:30,42103,ВАГОНЫ ЖД СВ,0,34970,ХАЙЧНОРИН,2203,7078,40100,КРЕМИДОВКА,6/11/17 15:30
59672816,34970,ХАЙЧНОРИН,0,34970+237+70780,ОТОТ,6/20/17 17:01,42103,ВАГОНЫ ЖД СВ,0,34970,ХАЙЧНОРИН,2203,7078,40100,КРЕМИДОВКА,6/11/17 15:30
59672832,45510,БОГУСЛАВСКИЙ,0,45510+284+91900,ОКОТ,6/18/17 18:25,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/13/17 14:00
59672832,48100,РОЯ,9190,48100+0+0,ОДПВ,6/20/17 7:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48100,РОЯ,6/20/17 7:00
59673269,45510,БОГУСЛАВСКИЙ,0,45510+960+91900,ОТОТ,6/19/17 15:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
59673459,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
59673962,45510,БОГУСЛАВСКИЙ,0,45510+963+91900,ОТОТ,6/20/17 3:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/16/17 12:00
59674408,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
59674432,45510,БОГУСЛАВСКИЙ,0,45510+545+98150,ОТОТ,6/19/17 23:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 10:22
59674861,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1348,9190,37100,ДОБРОТВОР,6/13/17 11:00
59674861,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1348,9190,37100,ДОБРОТВОР,6/13/17 11:00
59674879,46700,КРИВ.РОГ-ГЛА,0,46700+138+34370,ОКОТ,6/19/17 14:15,42103,ВАГОНЫ ЖД СВ,0,46700,КРИВ.РОГ-ГЛА,5893,3437,46700,КРИВ.РОГ-ГЛА,6/19/17 14:15
59675652,45510,БОГУСЛАВСКИЙ,0,45510+960+91900,ОТОТ,6/19/17 15:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
59675652,45510,БОГУСЛАВСКИЙ,0,45510+308+91900,ОКОТ,6/20/17 11:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
59675678,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:47
59675728,45510,БОГУСЛАВСКИЙ,0,45510+294+91900,ОКОТ,6/19/17 14:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,45510,БОГУСЛАВСКИЙ,6/19/17 14:45
59675777,36120,МАКСИМ.-ТЕРН,0,36120+80+19610,ОТОТ,6/20/17 1:50,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,1489,1120,37780,НИКОЛАЕВ-ДН,6/16/17 15:50
59675785,61100,М. ГОРЬКОГО,410,0+0+0,ПГР0,6/19/17 4:03,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,2249,6302,50770,ОГОРОДНЫЙ,6/13/17 20:12
59675785,61100,М. ГОРЬКОГО,410,0+0+0,ПГР0,6/19/17 5:03,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,2249,6302,50770,ОГОРОДНЫЙ,6/13/17 20:12
59676015,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 20:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/19/17 20:00
59676015,40900,ЛАДЫЖИН,0,40900+570+36010,ПРДР,6/19/17 20:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/19/17 20:00
59676064,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:47
59676080,49310,ДОБРОПОЛЬЕ,0,49310+104+33440,ОТОТ,6/19/17 9:50,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/12/17 22:50
59676544,45510,БОГУСЛАВСКИЙ,0,45510+957+91900,ОТОТ,6/18/17 23:10,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/16/17 12:00
59676544,45510,БОГУСЛАВСКИЙ,0,45510+308+91900,ОКОТ,6/20/17 11:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/16/17 12:00
59676551,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/18/17 20:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,45460,АРОМАТНАЯ,6/15/17 12:00
59676551,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/18/17 21:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/18/17 21:05
59724807,34970,ХАЙЧНОРИН,0,34970+322+70780,ОКОТ,6/20/17 16:30,42103,ВАГОНЫ ЖД СВ,0,34970,ХАЙЧНОРИН,6897,7078,45240,ПЕРЕЩЕПИНО,6/9/17 15:30
59724807,34970,ХАЙЧНОРИН,0,34970+237+70780,ОТОТ,6/20/17 17:01,42103,ВАГОНЫ ЖД СВ,0,34970,ХАЙЧНОРИН,6897,7078,45240,ПЕРЕЩЕПИНО,6/9/17 15:30
59724831,19210,СТУПИНО,242,0+0+0,ПОГР,6/19/17 10:24,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,6495,4870,49140,ДРУЖКОВКА,6/8/17 1:30
59724831,19210,СТУПИНО,410,0+0+0,ПГР9,6/19/17 10:24,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,6495,3145,49140,ДРУЖКОВКА,6/8/17 1:30
59724831,19210,СТУПИНО,410,0+0+0,ПГР9,6/19/17 9:24,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,6495,3145,49140,ДРУЖКОВКА,6/8/17 1:30
59783522,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
59783555,38810,БУРШТЫН,1120,38810+0+0,ОДПВ,6/19/17 17:01,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,,1120,38810,БУРШТЫН,6/19/17 17:01
59783571,45510,БОГУСЛАВСКИЙ,0,45510+292+91900,ОКОТ,6/19/17 11:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,45510,БОГУСЛАВСКИЙ,6/19/17 11:35
59784918,41520,НИКОЛАЕВ-ГРУ,9190,41520+0+0,ЗАНЯ,6/18/17 18:30,42103,ВАГОНЫ ЖД СВ,1,45460,АРОМАТНАЯ,,9190,41520,НИКОЛАЕВ-ГРУ,6/18/17 18:30
59955294,49140,ДРУЖКОВКА,0,49140+440+70070,ОТОТ,6/18/17 22:10,42103,ВАГОНЫ ЖД СВ,0,49140,ДРУЖКОВКА,2409,6495,49100,КРИВОЙ ТОРЕЦ,6/18/17 0:45
59955682,49140,ДРУЖКОВКА,0,49140+453+70070,ОТОТ,6/20/17 2:20,42103,ВАГОНЫ ЖД СВ,0,49140,ДРУЖКОВКА,2409,6495,49100,КРИВОЙ ТОРЕЦ,6/18/17 10:20
59955708,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 20:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/19/17 20:00
59955708,40900,ЛАДЫЖИН,0,40900+570+36010,ПРДР,6/19/17 20:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/19/17 20:00
59959817,36120,МАКСИМ.-ТЕРН,0,36120+81+19610,ОТОТ,6/20/17 12:30,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,1300,1120,38810,БУРШТЫН,6/17/17 23:30
59959833,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
59960005,49310,ДОБРОПОЛЬЕ,0,49310+102+33440,ОТОТ,6/19/17 6:10,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/12/17 9:40
59960070,45510,БОГУСЛАВСКИЙ,0,45510+963+91900,ОТОТ,6/20/17 3:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 10:22
59960096,49310,ДОБРОПОЛЬЕ,0,49310+101+33440,ОТОТ,6/19/17 3:20,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/12/17 4:35
59960229,45510,БОГУСЛАВСКИЙ,0,45510+546+98150,ОТОТ,6/20/17 13:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
59960351,38810,БУРШТЫН,1120,38810+0+0,ОДПВ,6/19/17 17:01,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,,1120,38810,БУРШТЫН,6/19/17 17:01
59960377,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 16:02,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 16:02
59960419,45510,БОГУСЛАВСКИЙ,0,45510+546+98150,ОТОТ,6/20/17 13:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
59960633,45510,БОГУСЛАВСКИЙ,0,45510+546+98150,ОТОТ,6/20/17 13:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
59960773,36120,МАКСИМ.-ТЕРН,0,36120+79+19610,ОТОТ,6/20/17 1:20,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,1300,1120,38810,БУРШТЫН,6/17/17 16:57
59960849,36120,МАКСИМ.-ТЕРН,0,36120+81+19610,ОТОТ,6/20/17 12:30,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,1300,1120,38810,БУРШТЫН,6/17/17 16:57
59960864,49290,РОДИНСКАЯ,9190,49290+0+0,ОДПВ,6/18/17 17:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,49290,РОДИНСКАЯ,6/18/17 17:05
59960872,45510,БОГУСЛАВСКИЙ,0,45510+286+91900,ОКОТ,6/18/17 22:20,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/11/17 6:39
59960872,48100,РОЯ,9190,48100+0+0,ОДПВ,6/20/17 7:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48100,РОЯ,6/20/17 7:00
59960955,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 11:44,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/19/17 11:44
59960955,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/19/17 11:44
59960971,41660,БЛАКИТНОЕ,0,41660+290+97380,ОТОТ,6/19/17 5:30,42103,ВАГОНЫ ЖД СВ,0,41660,БЛАКИТНОЕ,5168,5296,41520,НИКОЛАЕВ-ГРУ,6/16/17 11:00
59960989,45460,АРОМАТНАЯ,0,45460+60+91900,ОКОТ,6/18/17 23:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,6302,40900,ЛАДЫЖИН,6/10/17 21:56
59961003,49290,РОДИНСКАЯ,1153,49290+0+0,ОДПВ,6/19/17 10:45,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,,1153,49290,РОДИНСКАЯ,6/19/17 10:45
59961110,45510,БОГУСЛАВСКИЙ,0,45510+961+91900,ОТОТ,6/19/17 17:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
59961326,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/19/17 12:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/19/17 12:15
60223583,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 11:44,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60223583,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60415346,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/18/17 21:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/18/17 21:05
60415429,45510,БОГУСЛАВСКИЙ,0,45510+963+91900,ОТОТ,6/20/17 3:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 10:22
60415510,48100,РОЯ,9190,48100+0+0,ОДПВ,6/19/17 10:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,9190,9190,48100,РОЯ,6/19/17 10:00
60415536,49140,ДРУЖКОВКА,0,49140+440+70070,ОТОТ,6/18/17 22:10,42103,ВАГОНЫ ЖД СВ,0,49140,ДРУЖКОВКА,2409,6495,49100,КРИВОЙ ТОРЕЦ,6/18/17 0:45
60415643,34750,ПЕНИЗЕВИЧИ,0,34750+703+69690,ОТОТ,6/19/17 4:20,42103,ВАГОНЫ ЖД СВ,0,34750,ПЕНИЗЕВИЧИ,3601,6969,40900,ЛАДЫЖИН,6/14/17 7:30
60415684,49600,ПОПАСНАЯ,0,49600+302+98190,ОТОТ,6/20/17 10:20,42103,ВАГОНЫ ЖД СВ,0,49600,ПОПАСНАЯ,2409,9819,49100,КРИВОЙ ТОРЕЦ,6/16/17 21:15
60415775,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
60415825,38810,БУРШТЫН,7078,38810+0+0,ОДПВ,6/20/17 16:02,42103,ВАГОНЫ ЖД СВ,0,34970,ХАЙЧНОРИН,,7078,38810,БУРШТЫН,6/20/17 16:02
60415833,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 11:44,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60415833,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60415932,49290,РОДИНСКАЯ,9190,49290+0+0,ОДПВ,6/18/17 17:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,49290,РОДИНСКАЯ,6/18/17 17:05
60416351,38810,БУРШТЫН,6969,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,34710,ШАТРИЩЕ,,6969,38810,БУРШТЫН,6/19/17 16:47
60416724,45510,БОГУСЛАВСКИЙ,0,45510+292+91900,ОКОТ,6/19/17 11:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,45510,БОГУСЛАВСКИЙ,6/19/17 11:35
60476348,45460,АРОМАТНАЯ,0,45460+699+91900,ОТОТ,6/18/17 23:15,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2409,9190,49100,КРИВОЙ ТОРЕЦ,6/16/17 15:40
60476348,45460,АРОМАТНАЯ,0,45460+70+91900,ОКОТ,6/19/17 12:55,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2409,9190,49100,КРИВОЙ ТОРЕЦ,6/16/17 15:40
60476348,49100,КРИВОЙ ТОРЕЦ,9190,49100+0+0,ОДПВ,6/20/17 15:40,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,9190,9190,49100,КРИВОЙ ТОРЕЦ,6/20/17 15:40
60482676,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
60488129,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/20/17 13:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/20/17 13:00
