Номер вагона,Код станции операции,Название станции операции,Номер поезда,Индекс поезда,Операция,Дата операции,Код груза,Название груза,Вес груза,Код станции назначения,Название станции назначения,Код отправителя,Код получателя,Код станции отправления,Станция начала рейса,Дата приема груза к перевозке
60494069,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/19/17 2:55,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48220,НОВОГРОДОВКА,6/19/17 2:55
60495256,45510,БОГУСЛАВСКИЙ,0,45510+957+91900,ОТОТ,6/18/17 23:10,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/14/17 16:12
60495504,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 16:02,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 16:02
60501673,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
60508587,36120,МАКСИМ.-ТЕРН,0,36120+80+19610,ОТОТ,6/20/17 1:50,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,1489,1120,37780,НИКОЛАЕВ-ДН,6/16/17 15:50
60509445,49290,РОДИНСКАЯ,1153,49290+0+0,ОДПВ,6/19/17 10:55,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,,1153,49290,РОДИНСКАЯ,6/19/17 10:55
60509445,49290,РОДИНСКАЯ,0,49290+353+20160,ПРДР,6/19/17 11:00,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/19/17 10:55
60510716,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 16:02,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 16:02
60574951,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 20:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/19/17 20:00
60574951,40900,ЛАДЫЖИН,0,40900+570+36010,ПРДР,6/19/17 20:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/19/17 20:00
60619103,49290,РОДИНСКАЯ,1153,49290+0+0,ОДПВ,6/19/17 10:55,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,,1153,49290,РОДИНСКАЯ,6/19/17 10:55
60619103,49290,РОДИНСКАЯ,0,49290+353+20160,ПРДР,6/19/17 11:00,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/19/17 10:55
60619285,49290,РОДИНСКАЯ,1153,49290+0+0,ОДПВ,6/19/17 10:50,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,,1153,49290,РОДИНСКАЯ,6/19/17 10:50
60619400,45510,БОГУСЛАВСКИЙ,0,45510+289+91900,ОКОТ,6/19/17 4:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,45510,БОГУСЛАВСКИЙ,6/19/17 4:35
60619483,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:47
60619517,45460,АРОМАТНАЯ,0,45460+70+91900,ОКОТ,6/19/17 12:55,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2749,9190,48100,РОЯ,6/17/17 0:10
60619541,45510,БОГУСЛАВСКИЙ,0,45510+963+91900,ОТОТ,6/20/17 3:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 12:33
60619566,45510,БОГУСЛАВСКИЙ,0,45510+294+91900,ОКОТ,6/19/17 14:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,45510,БОГУСЛАВСКИЙ,6/19/17 14:45
60620002,49600,ПОПАСНАЯ,0,49600+299+98190,ОТОТ,6/19/17 11:35,42103,ВАГОНЫ ЖД СВ,0,49600,ПОПАСНАЯ,2409,9819,49100,КРИВОЙ ТОРЕЦ,6/14/17 20:55
60620044,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60620044,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60620051,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/18/17 21:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/18/17 21:05
60631405,49100,КРИВОЙ ТОРЕЦ,9819,49100+0+0,ОДПВ,6/19/17 10:00,42103,ВАГОНЫ ЖД СВ,0,49600,ПОПАСНАЯ,,9819,49100,КРИВОЙ ТОРЕЦ,6/19/17 10:00
60631801,45460,АРОМАТНАЯ,9190,45460+0+0,ОСВО,6/18/17 23:10,42103,ВАГОНЫ ЖД СВ,0,0,,7401,9190,45460,АРОМАТНАЯ,6/18/17 23:10
60631827,34620,КОРОСТ-ЖИТОМ,0,34620+668+66790,ОТОТ,6/18/17 19:30,42103,ВАГОНЫ ЖД СВ,0,34620,КОРОСТ-ЖИТОМ,1300,6679,38810,БУРШТЫН,6/16/17 3:42
60633062,45460,АРОМАТНАЯ,0,45460+718+91900,ОТОТ,6/20/17 2:15,42103,ВАГОНЫ ЖД СВ,1,45460,АРОМАТНАЯ,7401,9190,41520,НИКОЛАЕВ-ГРУ,6/16/17 6:10
60656220,45460,АРОМАТНАЯ,0,45460+70+91900,ОКОТ,6/19/17 12:55,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2749,9190,48100,РОЯ,6/15/17 17:05
60716982,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/20/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/20/17 5:50
60716982,40900,ЛАДЫЖИН,0,40900+571+36010,ПРДР,6/20/17 6:20,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/20/17 5:50
60717063,45460,АРОМАТНАЯ,0,45460+70+91900,ОКОТ,6/19/17 12:55,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2749,9190,48100,РОЯ,6/17/17 0:10
60717188,34620,КОРОСТ-ЖИТОМ,0,34620+674+66790,ОТОТ,6/20/17 0:50,42103,ВАГОНЫ ЖД СВ,0,34620,КОРОСТ-ЖИТОМ,1300,6679,38810,БУРШТЫН,6/16/17 16:30
60717287,49140,ДРУЖКОВКА,0,49140+453+70070,ОТОТ,6/20/17 2:20,42103,ВАГОНЫ ЖД СВ,0,49140,ДРУЖКОВКА,2409,6495,49100,КРИВОЙ ТОРЕЦ,6/18/17 10:20
60717329,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 13:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 13:00
60717345,49290,РОДИНСКАЯ,1153,49290+0+0,ОДПВ,6/19/17 10:50,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,,1153,49290,РОДИНСКАЯ,6/19/17 10:50
60717352,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
60717444,49310,ДОБРОПОЛЬЕ,0,49310+104+33440,ОТОТ,6/19/17 9:50,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/12/17 22:50
60717469,34620,КОРОСТ-ЖИТОМ,0,34620+672+66790,ОТОТ,6/19/17 15:35,42103,ВАГОНЫ ЖД СВ,0,34620,КОРОСТ-ЖИТОМ,1300,6679,38810,БУРШТЫН,6/13/17 16:57
60730843,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/20/17 4:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/20/17 4:30
60731387,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
60731734,49310,ДОБРОПОЛЬЕ,1153,49310+0+0,ОДПВ,6/18/17 22:25,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,,1153,49310,ДОБРОПОЛЬЕ,6/18/17 22:25
60731734,49310,ДОБРОПОЛЬЕ,0,49310+99+33440,ОТОТ,6/18/17 22:30,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2107,1153,49310,ДОБРОПОЛЬЕ,6/18/17 22:25
60742335,45460,АРОМАТНАЯ,0,45460+70+91900,ОКОТ,6/19/17 12:55,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2749,9190,48100,РОЯ,6/17/17 0:10
60748910,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 11:44,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60748910,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60756632,49100,КРИВОЙ ТОРЕЦ,9819,49100+0+0,ОДПВ,6/19/17 10:00,42103,ВАГОНЫ ЖД СВ,0,49600,ПОПАСНАЯ,,9819,49100,КРИВОЙ ТОРЕЦ,6/19/17 10:00
60775442,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/20/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/20/17 5:50
60775442,40900,ЛАДЫЖИН,0,40900+571+36010,ПРДР,6/20/17 6:20,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/20/17 5:50
60775764,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 11:44,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60775764,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/19/17 11:44
60776085,45510,БОГУСЛАВСКИЙ,0,45510+962+91900,ОТОТ,6/19/17 23:40,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/15/17 10:44
60776085,45510,БОГУСЛАВСКИЙ,0,45510+313+91900,ОКОТ,6/20/17 19:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,45510,БОГУСЛАВСКИЙ,6/20/17 19:30
60776341,45510,БОГУСЛАВСКИЙ,0,45510+962+91900,ОТОТ,6/19/17 23:40,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/16/17 12:00
60776408,48100,РОЯ,9190,48100+0+0,ОДПВ,6/20/17 7:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48100,РОЯ,6/20/17 7:00
60777653,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 12:33
60777679,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 13:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 13:00
60777760,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 16:02,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 16:02
60779584,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 16:02,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 16:02
60779717,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 20:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/19/17 20:00
60779717,40900,ЛАДЫЖИН,0,40900+570+36010,ПРДР,6/19/17 20:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/19/17 20:00
60780012,48100,РОЯ,9190,48100+0+0,ОДПВ,6/20/17 7:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48100,РОЯ,6/20/17 7:00
60780079,45510,БОГУСЛАВСКИЙ,0,45510+546+98150,ОТОТ,6/20/17 13:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
60780350,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60780350,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60780475,45460,АРОМАТНАЯ,0,45460+60+91900,ОКОТ,6/18/17 23:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2749,9190,48100,РОЯ,6/17/17 0:10
60780772,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 12:33
60781614,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 14:50
60781978,43190,ЗАОСКОЛЬЕ,9190,43190+0+0,ОДПВ,6/20/17 17:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1120,9190,43190,ЗАОСКОЛЬЕ,6/20/17 17:30
60785425,38810,БУРШТЫН,1120,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,,1120,38810,БУРШТЫН,6/19/17 16:47
60787918,34750,ПЕНИЗЕВИЧИ,0,34750+703+69690,ОТОТ,6/19/17 4:20,42103,ВАГОНЫ ЖД СВ,0,34750,ПЕНИЗЕВИЧИ,3601,6969,40900,ЛАДЫЖИН,6/14/17 7:30
60788080,34750,ПЕНИЗЕВИЧИ,0,34750+703+69690,ОТОТ,6/19/17 4:20,42103,ВАГОНЫ ЖД СВ,0,34750,ПЕНИЗЕВИЧИ,3601,6969,40900,ЛАДЫЖИН,6/14/17 7:30
60803962,38810,БУРШТЫН,1120,38810+0+0,ОДПВ,6/19/17 16:47,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,,1120,38810,БУРШТЫН,6/19/17 16:47
60831955,49310,ДОБРОПОЛЬЕ,0,49310+101+33440,ОТОТ,6/19/17 3:20,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/12/17 4:35
60831963,49310,ДОБРОПОЛЬЕ,0,49310+102+33440,ОТОТ,6/19/17 6:10,42103,ВАГОНЫ ЖД СВ,0,49310,ДОБРОПОЛЬЕ,2016,1153,49290,РОДИНСКАЯ,6/12/17 4:35
60832045,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60832045,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60832219,45510,БОГУСЛАВСКИЙ,0,45510+961+91900,ОТОТ,6/19/17 17:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
60832235,41580,КУЧУРГ-Э-НОВ,3502,3906+87+4057,ПРМ,6/19/17 9:02,42103,ВАГОНЫ ЖД СВ,0,46700,КРИВ.РОГ-ГЛА,3437,3437,46720,КРИВОЙ РОГ,5/29/17 16:30
60832300,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
60832425,38810,БУРШТЫН,1120,38810+0+0,ОДПВ,6/19/17 11:47,42103,ВАГОНЫ ЖД СВ,0,36120,МАКСИМ.-ТЕРН,,1120,38810,БУРШТЫН,6/19/17 11:47
60832441,46700,КРИВ.РОГ-ГЛА,0,46700+138+34370,ОКОТ,6/19/17 14:15,42103,ВАГОНЫ ЖД СВ,0,46700,КРИВ.РОГ-ГЛА,2401,3437,46700,КРИВ.РОГ-ГЛА,6/19/17 14:15
60832557,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/13/17 14:00
60832565,45510,БОГУСЛАВСКИЙ,0,45510+962+91900,ОТОТ,6/19/17 23:40,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/16/17 12:00
60842176,49600,ПОПАСНАЯ,0,49600+409+98190,ОКОТ,6/19/17 16:00,42103,ВАГОНЫ ЖД СВ,0,49600,ПОПАСНАЯ,9785,9819,49600,ПОПАСНАЯ,6/19/17 16:00
60842176,49600,ПОПАСНАЯ,9190,49600+0+0,ОДПВ,6/19/17 16:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,9785,9190,49600,ПОПАСНАЯ,6/19/17 16:00
60883436,37630,ДРОГОБЫЧ,1300,37630+0+0,ОДПВ,6/19/17 13:30,42103,ВАГОНЫ ЖД СВ,0,38810,БУРШТЫН,1300,1300,37630,ДРОГОБЫЧ,6/19/17 13:30
60895067,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/20/17 13:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/20/17 13:00
61004065,48220,НОВОГРОДОВКА,9190,48220+0+0,ОДПВ,6/18/17 21:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,48220,НОВОГРОДОВКА,6/18/17 21:05
61004347,45510,БОГУСЛАВСКИЙ,0,45510+294+91900,ОКОТ,6/19/17 14:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,45510,БОГУСЛАВСКИЙ,6/19/17 14:45
61004479,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
61005260,45510,БОГУСЛАВСКИЙ,0,45510+289+91900,ОКОТ,6/19/17 4:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,45510,БОГУСЛАВСКИЙ,6/19/17 4:35
61005914,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 20:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/19/17 20:00
61005914,40900,ЛАДЫЖИН,0,40900+570+36010,ПРДР,6/19/17 20:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/19/17 20:00
61006573,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
61006961,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/16/17 3:42
61006987,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/19/17 16:04,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/19/17 16:04
61007449,45510,БОГУСЛАВСКИЙ,0,45510+292+91900,ОКОТ,6/19/17 11:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,45510,БОГУСЛАВСКИЙ,6/19/17 11:35
61007969,45460,АРОМАТНАЯ,0,45460+724+91900,ОТОТ,6/20/17 11:10,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,2409,9190,49100,КРИВОЙ ТОРЕЦ,6/15/17 13:00
61008041,48100,РОЯ,9190,48100+0+0,ОДПВ,6/20/17 7:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,9190,9190,48100,РОЯ,6/20/17 7:00
61008256,48100,РОЯ,9190,48100+0+0,ОДПВ,6/19/17 10:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,9190,9190,48100,РОЯ,6/19/17 10:00
61008827,45510,БОГУСЛАВСКИЙ,0,45510+960+91900,ОТОТ,6/19/17 15:15,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
61008827,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,2749,9190,48100,РОЯ,6/17/17 6:20
61033825,49290,РОДИНСКАЯ,9190,49290+0+0,ОДПВ,6/18/17 17:05,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,49290,РОДИНСКАЯ,6/18/17 17:05
61033957,50770,ОГОРОДНЫЙ,3145,50770+0+0,ОДПВ,6/18/17 17:10,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,3145,3145,50770,ОГОРОДНЫЙ,6/18/17 17:10
61033957,43981,ВЫСТРЕЛ,3802,5077+11+4383,СДЧ,6/19/17 10:40,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,2249,3145,50770,ОГОРОДНЫЙ,6/18/17 17:10
61033957,43981,ВЫСТРЕЛ,3802,50770+11+43830,СДЧ,6/19/17 9:40,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,2249,3145,50770,ОГОРОДНЫЙ,6/18/17 17:10
61034013,45510,БОГУСЛАВСКИЙ,0,45510+965+91900,ОТОТ,6/20/17 14:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,9190,38810,БУРШТЫН,6/15/17 12:33
61034153,46700,КРИВ.РОГ-ГЛА,0,46700+138+34370,ОКОТ,6/19/17 14:15,42103,ВАГОНЫ ЖД СВ,0,46700,КРИВ.РОГ-ГЛА,5893,3437,46700,КРИВ.РОГ-ГЛА,6/19/17 14:15
61034831,48100,РОЯ,9190,48100+0+0,ОДПВ,6/19/17 10:00,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,9190,9190,48100,РОЯ,6/19/17 10:00
61034849,44100,КУРЯЖ,9190,44100+0+0,ОДПВ,6/19/17 8:00,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,44100,КУРЯЖ,6/19/17 8:00
61034864,43981,ВЫСТРЕЛ,3802,5077+11+4383,СДЧ,6/19/17 10:40,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,2249,3145,50770,ОГОРОДНЫЙ,6/18/17 14:10
61034864,43981,ВЫСТРЕЛ,3802,50770+11+43830,СДЧ,6/19/17 9:40,42103,ВАГОНЫ ЖД СВ,0,58890,ЗВЕРЕВСКАЯ,2249,3145,50770,ОГОРОДНЫЙ,6/18/17 14:10
61055349,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/19/17 11:44,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,40900,ЛАДЫЖИН,6/19/17 11:44
61055349,40900,ЛАДЫЖИН,0,40900+568+36010,ПРДР,6/19/17 12:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,3601,9190,40900,ЛАДЫЖИН,6/19/17 11:44
61070413,40510,ОДЕССА-ЗАС I,0,40510+266+34430,ОТОТ,6/18/17 18:45,42103,ВАГОНЫ ЖД СВ,0,40510,ОДЕССА-ЗАС I,5168,7113,40030,ОДЕССА-ПОРТ,6/17/17 23:28
61179032,45510,БОГУСЛАВСКИЙ,0,45510+289+91900,ОКОТ,6/19/17 4:35,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,1300,0,45510,БОГУСЛАВСКИЙ,6/19/17 4:35
61179339,38810,БУРШТЫН,9190,38810+0+0,ОДПВ,6/18/17 17:01,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,38810,БУРШТЫН,6/18/17 17:01
61179685,43190,ЗАОСКОЛЬЕ,9190,43190+0+0,ОДПВ,6/19/17 8:30,42103,ВАГОНЫ ЖД СВ,0,45510,БОГУСЛАВСКИЙ,,9190,43190,ЗАОСКОЛЬЕ,6/19/17 8:30
61179743,40900,ЛАДЫЖИН,9190,40900+0+0,ОДПВ,6/20/17 5:50,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,,9190,40900,ЛАДЫЖИН,6/20/17 5:50
61179743,40900,ЛАДЫЖИН,0,40900+571+36010,ПРДР,6/20/17 6:20,42103,ВАГОНЫ ЖД СВ,0,45460,АРОМАТНАЯ,3601,9190,40900,ЛАДЫЖИН,6/20/17 5:50
